City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
690,Plettenberg Bay,ZA,-34.0527,23.3716,67.08,92,100,11.61,light rain
691,Lazarev,RU,52.225,141.5131,-3.68,93,51,10.33,broken clouds
692,Turbo,CO,8.0937,-76.7269,77.13,91,99,8.46,overcast clouds
693,Kuytun,RU,54.3419,101.5036,-15.61,100,100,5.61,overcast clouds
694,Bairiki,KI,1.3292,172.9752,86.0,70,20,8.05,few clouds
695,Innisfail,AU,-17.5333,146.0333,79.7,83,76,12.75,broken clouds
696,Bathsheba,BB,13.2167,-59.5167,77.61,73,75,16.11,broken clouds
697,Egvekinot,RU,66.3167,-179.1667,-17.41,90,13,7.05,few clouds
698,Chaykovskaya,RU,58.1279,55.5378,13.89,100,100,2.64,overcast clouds
699,Hay River,CA,60.8156,-115.7999,-9.42,77,75,6.91,broken clouds
700,Novichikha,RU,52.204,81.3877,21.25,94,100,13.47,light snow
701,Jiangyou,CN,31.7667,104.7167,47.79,74,100,0.36,overcast clouds
